Station ID,Latitude,Longitude,DC Fast Count,City,ZIP,County
68400,37.770686,-120.834766,1,Oakdale,95361,Stanislaus County
69981,33.045626,-117.291461,6,Encinitas,92024,San Diego County
70675,33.844753,-118.340521,1,Torrance,90501,Los Angeles County
70865,33.65408,-117.778087,1,Irvine,92620,Orange County
75472,32.593786,-117.030544,1,Chula Vista,91911,San Diego County
76673,34.18993277467182,-118.4481874,4,Los Angeles,91405,Los Angeles County
76699,37.444686,-122.165349,1,Palo Alto,94301,Santa Clara County
76705,34.057008,-118.259212,1,Los Angeles,90017,Los Angeles County
77561,36.225598,-119.333601,1,Tulare,93274,Tulare County
78370,35.617189,-119.656363,1,Lost Hills,93249,Kern County
78830,34.1581031,-118.439442,1,Sherman Oaks,91423,Los Angeles County
78834,34.01223,-118.334323,4,Los Angeles,90012,Los Angeles County
81130,34.0497723610577,-118.245105779098,4,Los Angeles,90012,Los Angeles County
85628,37.409389,-122.063444,8,Moffett Field,94035,Santa Clara County
85750,34.142,-118.148626,3,Pasadena,91105,Los Angeles County
85958,33.84346,-118.35324,1,Torrance,90503,Los Angeles County
88425,37.381345,-121.975739,1,Santa Clara,95054,Santa Clara County
88990,37.449726,-122.118056,1,Palo Alto,94303,Santa Clara County
94727,37.385746,-122.109849,1,Los Altos,94022,Santa Clara County
95870,37.671483,-122.084149,1,Hayward,94541,Alameda County
99077,33.980562,-117.37556,1,Riverside,92522,Riverside County
99199,34.149176,-118.256074,2,Glendale,91203,Los Angeles County
99714,34.415081,-118.524156,1,Santa Clarita,91351,Los Angeles County
101998,35.486585,-120.666378,8,Atascadero,93422,San Luis Obispo County
101999,35.262655,-116.08074,68,Baker,92309,San Bernardino County
102000,35.354643,-119.331607,10,Bakersfield,93314,Kern County
102001,34.849124,-117.085459,16,Barstow,92311,San Bernardino County
102002,34.614635,-120.188531,20,Buellton,93427,Santa Barbara County
102004,34.184915,-118.311702,20,Burbank,91502,Los Angeles County
102005,35.400105,-119.397796,10,Buttonwillow,93206,Kern County
102006,33.931316,-116.820082,16,Cabazon,92230,Riverside County
102007,36.254143,-120.23792,18,Coalinga,93210,Fresno County
102008,37.970182,-122.058569,19,Concord,94520,Contra Costa County
102009,39.92646,-122.1984,8,Corning,96021,Tehama County
102010,41.752393,-124.1944,6,Crescent City,95531,Del Norte County
102011,33.986765,-118.390162,16,Culver City,90230,Los Angeles County
102012,37.324431,-122.009041,10,Cupertino,95014,Santa Clara County
102013,33.934471,-118.121217,12,Downey,90241,Los Angeles County
102014,33.953385,-118.112905,12,Downey,90240,Los Angeles County
102015,37.703163,-121.925304,14,Dublin,94568,Alameda County
102016,37.459637,-122.137653,20,East Palo Alto,94303,San Mateo County
102017,32.760837,-115.532486,10,El Centro,92243,Imperial County
102018,40.778885,-124.188383,8,Eureka,95501,Humboldt County
102019,38.261782,-122.052399,12,Fairfield,94533,Solano County
102020,37.473828,-119.635893,8,Fish Camp,93623,Mariposa County
102021,38.642291,-121.18813,4,Folsom,95630,Sacramento County
102022,38.647199,-121.118344,30,Folsom,95630,Sacramento County
102023,33.70275,-117.934297,16,Fountain Valley,92708,Orange County
102024,37.544293,-121.984002,12,Fremont,94538,Alameda County
102025,37.492713,-121.944627,12,Fremont,94538,Alameda County
102026,36.835455,-119.91058,10,Fresno,93722,Fresno County
102027,37.02445,-121.56535,16,Gilroy,95020,Santa Clara County
102028,34.145132,-118.257249,20,Glendale,91210,Los Angeles County
102029,37.838679,-120.23199,7,Groveland,95321,Tuolumne County
102032,36.989864,-121.380447,20,Hollister,95023,Santa Clara County
102033,33.741291,-116.215029,46,Indio,92203,Riverside County
102034,35.646451,-117.812644,4,Inyokern,93527,Kern County
102035,35.987304,-119.961818,40,Kettleman City,93239,Kings County
102036,33.698633,-117.348704,21,Lake Elsinore,92530,Riverside County
102037,34.98737,-118.946272,24,Lebec,93243,Kern County
102038,36.60059,-118.061916,16,Lone Pine,93545,Inyo County
102039,37.644519,-118.965499,8,Mammoth Lakes,93546,Mono County
102040,37.782622,-121.228683,20,Manteca,95337,San Joaquin County
102041,35.068595,-118.174576,12,Mojave,93501,Kern County
102042,36.585749,-121.898726,14,Monterey,93940,Monterey County
102043,41.31032,-122.315934,16,Mount Shasta,96067,Siskiyou County
102044,41.310222,-122.31731,4,Mt. Shasta,96067,Siskiyou County
102045,37.415328,-122.076575,12,Mountain View,94043,Santa Clara County
102046,38.235578,-122.263886,12,Napa,94558,Napa County
102047,34.850835,-114.624329,4,Needles,92363,San Bernardino County
102048,34.238115,-119.178084,20,Oxnard,93036,Ventura County
102049,38.242676,-122.625023,20,Petaluma,94952,Sonoma County
102050,34.113584,-117.529427,12,Rancho Cucamonga,91739,San Bernardino County
102051,33.894227,-118.367407,8,Redondo Beach,90278,Los Angeles County
102052,33.98152,-117.376073,24,Riverside,92501,Riverside County
102053,38.80086,-121.210529,18,Rocklin,95677,Placer County
102054,38.771208,-121.266149,7,Roseville,95678,Placer County
102055,38.6378,-121.497172,10,Sacramento,95834,Sacramento County
102056,36.715623,-121.653963,14,Salinas,93906,Monterey County
102057,34.084096,-117.299376,14,San Bernardino,92408,San Bernardino County
102058,37.503005,-122.24544,19,San Carlos,94070,San Mateo County
102059,33.436793,-117.626864,49,San Clemente,92672,Orange County
102060,32.902166,-117.193699,12,San Diego,92121,San Diego County
102061,32.71915,-117.159545,16,San Diego,92101,San Diego County
102062,33.498538,-117.66309,7,San Juan Capistrano,92675,Orange County
102063,35.265129,-120.676216,18,San Luis Obispo,93405,San Luis Obispo County
102064,37.5447,-122.29011,8,San Mateo,94403,San Mateo County
102065,37.558395,-122.28434,12,San Mateo,94404,San Mateo County
102067,36.61697,-121.843973,6,Seaside,93955,Monterey County
102068,37.37339,-122.032893,10,Sunnyvale,94086,Santa Clara County
102069,33.52421,-117.152568,10,Temecula,92591,Riverside County
102071,39.321865,-120.1621,8,Truckee,96161,Nevada County
102072,39.327438,-120.20741,11,Truckee,96161,Nevada County
102073,34.12046,-116.050953,8,Twentynine Palms,92277,San Bernardino County
102074,39.1481,-123.208604,8,Ukiah,95482,Mendocino County
102075,38.366645,-121.958136,16,Vacaville,95687,Solano County
102076,34.430977,-118.554099,32,Valencia,91355,Los Angeles County
102077,34.90697,-116.834617,22,Yermo,92398,San Bernardino County
102595,38.603204,-121.428647,19,Sacramento,95815,Sacramento County
104403,33.872054,-118.394586,2,Hermosa Beach,90254,Los Angeles County
104447,37.673992,-122.471969,40,Daly City,94015,San Mateo County
104448,37.230356,-121.979198,20,Los Gatos,95032,Santa Clara County
104449,37.339563,-121.90366,12,San Jose,95110,Santa Clara County
105489,34.056743,-118.259166,1,Los Angeles,90017,Los Angeles County
116768,33.782964,-116.474197,4,Cathedral City,92234,Riverside County
116778,37.756611,-122.249282,12,Alameda,94501,Alameda County
116780,37.700342,-121.840938,20,Livermore,94551,Alameda County
116781,33.9013,-118.3938,24,Manhattan Beach,90266,Los Angeles County
116782,37.434659,-121.891445,16,Milpitas,95035,Santa Clara County
116783,37.25845,-121.871401,24,San Jose,95118,Santa Clara County
116784,37.762806,-121.963391,16,San Ramon,94583,Contra Costa County
116787,33.744878,-118.013011,24,Westminster,92683,Orange County
117724,33.02002,-117.12639,16,San Diego,92127,San Diego County
117730,32.768391,-117.163314,48,San Diego,92108,San Diego County
117736,33.568737,-117.830418,1,Newport Beach,92657,Orange County
118947,37.928225,-122.514787,10,Corte Madera,94925,Marin County
118955,34.014763,-118.49364,16,Santa Monica,90401,Los Angeles County
120806,34.24699,-119.20425,1,Ventura,93003,Ventura County
121088,36.811715,-119.728782,2,Clovis,93612,Fresno County
121399,32.705788,-117.149884,6,San Diego,92101,San Diego County
121625,34.162301,-118.157645,2,Pasadena,91103,Los Angeles County
121776,38.88232,-121.97246,4,Dunnigan,95937,Yolo County
121788,37.70005,-121.84093,10,Livermore,94551,Alameda County
121826,33.79022,-118.34122,3,Torrance,90505,Los Angeles County
122057,32.67,-117.11,2,San Diego,92136,San Diego County
122165,33.7429,-118.0893,1,Seal Beach,90740,Orange County
122193,37.787815,-122.391285,1,San Francisco,94105,
122275,34.04753,-118.264429,10,Los Angeles,90015,Los Angeles County
122295,39.147922,-121.647839,10,Yuba City,95993,Sutter County
122298,37.109356,-121.017599,12,Gustine,95322,Merced County
122307,37.321909,-121.949106,26,San Jose,95128,Santa Clara County
122308,37.321457,-121.948941,10,San Jose,95128,Santa Clara County
122326,33.084093,-117.266324,26,Carlsbad,92009,San Diego County
122331,34.184617,-118.890892,20,Thousand Oaks,91360,Ventura County
122332,34.158348,-118.823613,24,Thousand Oaks,91362,Ventura County
122720,33.89572,-118.00825,3,La Mirada,90638,Los Angeles County
122744,37.46225,-121.14128,4,Patterson,95363,Stanislaus County
123230,33.782281,-116.357367,1,Palm Desert,92211,Riverside County
123917,33.926203,-117.416499,1,Riverside,92501,Riverside County
124448,36.80953,-119.84893,3,Fresno,93711,Fresno County
125760,34.18859,-118.32651,10,Burbank,91502,Los Angeles County
126268,41.77408,-124.18975,4,Crescent City,95531,Del Norte County
128243,33.83162,-118.34759,6,Torrance,90503,Los Angeles County
139501,32.9583,-117.03943,3,Poway,92064,San Diego County
143146,33.698858,-117.740535,1,Irvine,92620,Orange County
143940,32.76931,-117.16404,3,San Diego,92108,San Diego County
143991,38.404991,-121.403634,3,Elk Grove,95758,Sacramento County
143992,38.405281,-121.401539,1,Elk Grove,95758,Sacramento County
144238,34.07424,-117.54753,8,Ontario,91764,San Bernardino County
144241,32.757008,-117.206497,1,San Diego,92110,San Diego County
145207,37.50834,-120.87274,4,Turlock,95380,Stanislaus County
145228,41.69938,-122.64512,4,Yreka,96097,Siskiyou County
145372,36.83835,-119.80214,3,Fresno,93650,Fresno County
145442,33.617622,-117.87427,1,Newport Beach,92660,Orange County
145444,33.617554,-117.87417,1,Newport Beach,92660,Orange County
145657,34.23076,-118.24909,3,La Crescenta,91214,Los Angeles County
145681,33.10314,-117.07439,3,Escondido,92025,San Diego County
146616,33.74143,-116.22888,4,Indio,92203,Riverside County
146645,37.41336,-121.898,4,Milpitas,95035,Santa Clara County
146725,34.063046,-117.321689,1,Colton,92324,San Bernardino County
146977,35.36755,-119.05085,4,Bakersfield,93309,Kern County
147007,37.438796,-122.134121,1,Palo Alto,94303,Santa Clara County
147027,33.73662,-117.91635,3,Santa Ana,92704,Orange County
147130,33.92341,-118.12801,3,Downey,90242,Los Angeles County
147371,35.157668,-120.668659,1,Pismo Beach,93499,San Luis Obispo County
147441,34.10725,-118.0244,3,Arcadia,91006,Los Angeles County
147442,33.74523,-118.01319,4,Westminster,92683,Orange County
147561,33.78024,-117.89244,4,Orange,92868,Orange County
147646,38.43861,-122.71778,6,Santa Rosa,95401,Sonoma County
149153,33.93972,-117.2856,4,Riverside,92507,Riverside County
149233,34.27985,-118.77987,1,Simi Valley,93065,Ventura County
149288,33.86675,-117.747716,20,Anaheim,92808,Orange County
149290,37.963451,-121.737253,10,Antioch,94531,Contra Costa County
149296,36.226894,-121.761368,8,Big Sur,93920,Monterey County
149303,39.726617,-121.802832,18,Chico,95928,Butte County
149305,33.826525,-117.515537,20,Corona,92881,Riverside County
149309,38.256618,-122.065062,12,Fairfield,94534,Solano County
149310,34.151104,-117.47141,24,Fontana,92336,San Bernardino County
149313,37.667211,-122.120366,16,Hayward,94541,Alameda County
149323,39.689252,-123.483306,8,Laytonville,95454,Mendocino County
149326,34.037333,-118.686056,5,Malibu,90265,Los Angeles County
149333,37.413524,-121.898362,20,Milpitas,95035,Santa Clara County
149336,37.525919,-122.006513,16,Newark,94560,Alameda County
149339,34.441909,-119.25908,12,Ojai,93023,Ventura County
149342,33.824937,-116.548845,24,Palm Springs,92262,Riverside County
149344,38.730424,-120.787998,12,Placerville,95667,El Dorado County
149345,37.700246,-121.908226,10,Pleasanton,94588,Alameda County
149347,33.741478,-116.409777,24,Rancho Mirage,92270,Riverside County
149348,37.91989,-122.348601,12,Richmond,94804,Contra Costa County
149352,38.347624,-122.720957,12,Rohnert Park,94928,Sonoma County
149355,37.798185,-122.448715,6,San Francisco,94129,San Francisco County
149356,37.244614,-121.891112,18,San Jose,95118,Santa Clara County
149357,37.77486,-121.97985,20,San Ramon,94583,Contra Costa County
149361,38.131238,-122.223418,18,Vallejo,94591,Solano County
149364,36.915621,-121.773392,18,Watsonville,95076,Santa Cruz County
149421,38.25569,-119.23194,4,Bridgeport,93517,Mono County
149450,34.21338,-118.46044,3,Van Nuys,91405,Los Angeles County
149638,37.70068,-121.8844,3,Pleasanton,94588,Alameda County
149639,33.55405,-117.17677,4,Murrieta,92563,Riverside County
149741,33.68106,-117.67077,3,Foothill Ranch,92610,Orange County
149792,37.95408,-121.96502,3,Concord,94521,Contra Costa County
149834,38.36731,-121.95685,8,Vacaville,95687,Solano County
149894,32.67507,-117.09773,3,National City,91950,San Diego County
149960,34.162769,-118.831186,1,Thousand Oaks,91362,Ventura County
150009,33.72977,-118.0267,3,Huntington Beach,92649,Orange County
150029,35.277468,-116.056712,1,Baker,92309,San Bernardino County
150181,33.673024,-117.844587,12,Irvine,92612,Orange County
150203,38.297148,-122.302474,20,Napa,94558,Napa County
150204,38.459409,-122.730226,20,Santa Rosa,95401,Sonoma County
150206,37.423395,-122.198224,18,Menlo Park,94025,San Mateo County
150208,37.441734,-122.170202,20,Palo Alto,94304,Santa Clara County
150221,40.182245,-122.22754,8,Red Bluff,96080,Tehama County
150226,33.679646,-117.174147,20,Menifee,92584,Riverside County
150281,33.773298,-117.992257,1,Garden Grove,92844,Orange County
150325,33.45483,-117.60665,3,San Clemente,92673,Orange County
150357,33.99637,-118.42726,4,Los Angeles,90066,Los Angeles County
150384,35.6306,-120.6921,4,Paso Robles,93446,San Luis Obispo County
150385,33.80912,-118.28686,3,Carson,90745,Los Angeles County
150386,34.14244,-118.23379,3,Glendale,91205,Los Angeles County
150477,37.78958,-122.28003,6,Alameda,94501,Alameda County
150479,33.76059,-117.83594,3,Santa Ana,92705,Orange County
150780,37.372,-122.107,2,Los Altos,94024,Santa Clara County
150802,37.29978,-121.98169,3,San Jose,95129,Santa Clara County
150806,32.58078,-117.03404,3,San Diego,92154,San Diego County
150821,39.155648,-122.149301,12,Williams,95987,Colusa County
151914,34.148,-118.145,1,Pasadena,91101,Los Angeles County
151969,34.42454,-117.37148,10,Hesperia,92345,San Bernardino County
151970,37.37368,-118.39343,4,Bishop,93514,Inyo County
151971,33.85652,-118.00085,6,Buena Park,90621,Orange County
151972,34.19998,-118.37007,3,Burbank,91505,Los Angeles County
151978,37.426391,-120.785835,2,Delhi,95315,Merced County
152021,34.22593,-119.156079,2,Oxnard,93036,Ventura County
152025,34.394644,-118.925015,1,Fillmore,93015,Ventura County
152069,34.059133,-118.248589,2,Los Angeles,90012,Los Angeles County
152075,34.04684,-118.237458,2,Los Angeles,90012,Los Angeles County
152120,37.02431,-121.56286,8,Gilroy,95020,Santa Clara County
152121,39.52549,-122.21859,4,Willows,95988,Glenn County
152155,34.109854,-118.252525,2,Los Angeles,90039,Los Angeles County
152370,34.144894,-118.14673,19,Pasadena,91105,Los Angeles County
152395,35.13678,-120.62934,4,Pismo Beach,93449,San Luis Obispo County
152396,39.31959,-120.20852,4,Truckee,96161,Nevada County
152433,34.034955,-117.306913,1,Grand Terrace,92313,San Bernardino County
152513,32.8046,-117.11514,3,San Diego,92123,San Diego County
152556,34.10057,-118.327339,3,Los Angeles,90028,Los Angeles County
152568,33.759311,-118.078566,1,Seal Beach,90740,Orange County
152716,32.623022,-116.96711,1,Chula Vista,91915,San Diego County
152856,37.527594793,-122.002632039,1,Newark,94560,Alameda County
152865,37.651926,-122.100304,1,Hayward,94545,Alameda County
152895,35.04536,-118.15599,4,Mojave,93501,Kern County
153165,37.51092,-121.94216,3,Fremont,94539,Alameda County
153166,37.71528,-122.17783,3,San Leandro,94577,Alameda County
153167,37.38381,-121.99531,3,Sunnyvale,94085,Santa Clara County
153205,37.22859,-121.77614,3,San Jose,95119,Santa Clara County
153212,32.824786,-117.157551,2,San Diego,92111,San Diego County
153213,32.59578,-117.054443,2,Chula Vista,91911,San Diego County
153214,32.812833,-116.970214,2,El Cajon,92020,San Diego County
153240,37.69479,-122.08156,3,Castro Valley,94546,Alameda County
153241,37.56716,-122.02416,3,Fremont,94536,Alameda County
153410,37.156369,-121.653476,14,Morgan Hill,95037,Santa Clara County
153412,37.8952,-122.061872,24,Walnut Creek,94596,Contra Costa County
153419,39.167745,-120.144472,6,Tahoe City,96145,Placer County
153425,34.144942,-118.146714,24,Pasadena,91105,Los Angeles County
153433,33.805037,-117.882372,16,Anaheim,92806,Orange County
153445,33.918134,-118.353235,12,Hawthorne,90250,Los Angeles County
153453,33.860439,-117.995611,24,Buena Park,90621,Orange County
153521,37.75304,-121.47246,4,Tracy,95304,San Joaquin County
153565,37.60423,-122.06859,3,Union City,94587,Alameda County
153690,40.886352,-122.385081,1,Lakehead-Lakeshore,96051,Shasta County
153726,37.44208,-122.16977,6,Palo Alto,94304,Santa Clara County
153824,37.047275,-122.027939,16,Scott's Valley,95066,Santa Cruz County
153875,38.05044,-121.3767,8,Stockton,95219,San Joaquin County
153876,33.95418,-118.18774,3,South Gate,90280,Los Angeles County
153881,37.655161,-122.401383,20,South San Francisco,94080,San Mateo County
153897,36.22745,-119.32921,4,Tulare,93274,Tulare County
153898,34.44415,-118.57715,6,Santa Clarita,91355,Los Angeles County
154187,40.77697,-124.19025,4,Eureka,95501,Humboldt County
154188,37.24593,-121.88928,3,San Jose,95118,Santa Clara County
154202,38.768137,-121.263608,20,Roseville,95678,Placer County
154203,33.939778,-117.282651,16,Riverside,92507,Riverside County
154266,34.080257,-118.102656,4,San Gabriel,91776,Los Angeles County
154267,34.077697,-118.123275,2,Alhambra,91801,Los Angeles County
154268,34.102558,-118.334349,3,Los Angeles,90028,Los Angeles County
154345,37.79966,-122.25313,3,Oakland,94606,Alameda County
154392,34.036283,-118.098631,2,Monterey Park,91755,Los Angeles County
154418,38.557442,-121.335459,1,Sacramento,95827,Sacramento County
154654,37.384776,-122.10123,1,Los Altos,94022,Santa Clara County
154655,37.39641,-122.117962,4,Los Altos,94022,Santa Clara County
154665,36.325736,-119.391783,2,Visalia,93277,Tulare County
154667,34.036128,-118.231784,1,Los Angeles,90021,Los Angeles County
154710,33.89048,-117.51769,4,Corona,92879,Riverside County
154711,36.71885,-121.65052,4,Salinas,93906,Monterey County
154798,33.557287,-117.668031,10,Mission Viejo,92691,Orange County
154839,32.827884,-116.90042,1,El Cajon,92021,San Diego County
154846,34.88372,-116.99251,8,Barstow,92311,San Bernardino County
154847,36.80783,-119.70321,4,Clovis,93612,Fresno County
155128,34.101781,-118.339894,3,Hollywood,90028,Los Angeles County
155166,38.089474,-122.551745,20,Novato,94945,Marin County
155167,37.837493,-122.295505,12,Emeryville,94608,Alameda County
155195,33.55726,-117.66801,4,Mission Viejo,92691,Orange County
155270,33.932004,-117.278618,3,Moreno Valley,92507,Riverside County
155381,33.73086,-116.382111,1,Palm Desert,92260,Riverside County
155419,33.176771,-117.352445,1,Oceanside,92054,San Diego County
155519,37.624584,-122.12718,1,Hayward,94545,Alameda County
155557,33.83604,-117.93942,10,Anaheim,92801,Orange County
155575,34.04963,-117.30764,6,Colton,92324,San Bernardino County
155576,37.83268,-122.27974,3,Emeryville,94608,Alameda County
155913,34.557498,-118.129131,4,Palmdale,93551,Los Angeles County
155914,34.103853,-118.291052,8,Los Angeles,90027,Los Angeles County
155915,34.044569,-118.452662,4,Los Angeles,90025,Los Angeles County
155916,34.097765,-118.353169,8,West Hollywood,90046,Los Angeles County
155990,37.755639,-121.141703,2,Ripon,95366,San Joaquin County
156072,33.923803,-117.561284,1,Norco,92860,Riverside County
156190,34.428831,-119.873382,12,Goleta,93117,Santa Barbara County
156393,36.075856,-119.043996,22,Porterville,93257,Tulare County
157940,37.796024,-121.19773,12,Manteca,95336,San Joaquin County
157976,37.746162,-122.195179,16,Oakland,94621,Alameda County
157990,34.21794,-119.06452,10,Camarillo,93010,Ventura County
158481,41.529276,-124.038401,1,Klamath,95548,Del Norte County
158652,37.898447,-122.308938,16,Richmond,94804,Contra Costa County
158666,34.120983,-117.210849,1,Highland,92346,San Bernardino County
158667,34.120588,-117.210721,1,Highland,92346,San Bernardino County
158673,33.785423,-117.889496,1,Orange,92868,Orange County
158679,34.034767,-118.090629,1,Montebello,90640,Los Angeles County
158687,34.046069,-117.802596,1,Pomona,91768,Los Angeles County
158690,34.10372,-117.574477,1,Rancho Cucamonga,91730,San Bernardino County
158696,33.747461,-117.877762,1,Santa Ana,92703,Orange County
158699,33.44155,-117.627754,1,San Clemente,92672,Orange County
158714,33.55703,-117.21156,1,Murrieta,92562,Riverside County
158736,34.470993,-117.35262,1,Victorville,92392,San Bernardino County
158746,33.693377,-117.989535,1,Huntington Beach,92648,Orange County
158753,33.706766,-116.276949,1,La Quinta,92253,Riverside County
158758,33.902733,-116.544726,1,Palm Springs,92262,Riverside County
158759,32.880642,-117.22124,1,San Diego,92037,San Diego County
158764,33.924608,-118.151863,1,Downey,90242,Los Angeles County
158766,34.114358,-117.907417,1,Azusa,91702,Los Angeles County
158773,33.568703,-117.830445,1,Newport Beach,92657,Orange County
158774,33.715317,-118.007217,1,Huntington Beach,92647,Orange County
158786,33.846247,-118.194201,1,Long Beach,90805,Los Angeles County
158792,32.8737,-117.237213,1,La Jolla,92093,San Diego County
158804,34.067274,-117.719057,1,Pomona,91767,Los Angeles County
158818,33.774456,-117.976898,1,Garden Grove,92841,Orange County
158819,33.774421,-117.9769,1,Garden Grove,92844,Orange County
158830,38.480099,-122.736375,1,Santa Rosa,95403,Sonoma County
158845,33.840288,-117.958588,1,Anaheim,92801,Orange County
158892,34.0414,-118.049831,1,South El Monte,91733,Los Angeles County
158903,33.610613,-117.731237,1,Laguna Woods,92637,Orange County
158905,38.605907,-121.44319,1,Sacramento,95815,Sacramento County
158909,35.831372,-120.758418,1,San Miguel,93451,Monterey County
158923,33.851517,-117.85781,1,Anaheim,92806,Orange County
158941,37.832126,-121.286684,1,Lathrop,95330,San Joaquin County
158968,38.798412,-121.212295,1,Rocklin,95677,Placer County
158995,33.863252,-117.995708,1,Buena Park,90621,Orange County
159021,39.689208,-123.483252,1,Laytonville,95454,Mendocino County
159026,39.689199,-123.483241,1,Laytonville,95454,Mendocino County
159073,34.016527,-117.380306,1,Riverside,92509,Riverside County
159082,33.772562,-118.191291,1,Long Beach,90802,Los Angeles County
159089,35.850233,-120.770224,1,Bradley,93426,Monterey County
159136,37.485312,-122.146122,1,Menlo Park,94025,San Mateo County
159172,33.647734,-117.739483,1,Irvine,92618,Orange County
159304,34.593868,-118.138119,1,Palmdale,93551,Los Angeles County
159921,33.728299,-116.234539,1,Indio,92201,Riverside County
159937,34.921789,-120.423734,1,Santa Maria,93455,Santa Barbara County
160298,35.372994,-119.021579,1,Bakersfield,93301,Kern County
160314,36.97785,-122.022635,1,Santa Cruz,95060,Santa Cruz County
160463,38.361801,-122.724143,1,Rohnert Park,94928,Sonoma County
160559,33.949654,-118.06417,1,Santa Fe Springs,90670,Los Angeles County
160575,34.031492,-118.475163,1,Santa Monica,90404,Los Angeles County
160662,37.133677,-121.631994,1,Morgan Hill,95037,Santa Clara County
160729,37.522801,-121.996221,1,Newark,94560,Alameda County
161128,33.879438,-117.883212,1,Fullerton,92831,Orange County
163344,35.136647,-120.628705,12,Pismo Beach,93449,San Luis Obispo County
163345,33.865736,-118.395322,20,Hermosa Beach,90254,Los Angeles County
163414,37.25125,-121.86587,3,San Jose,95123,Santa Clara County
163499,32.54525,-117.04159,4,San Diego,92173,San Diego County
163523,34.12608,-118.25597,3,Glendale,91204,Los Angeles County
163570,36.9541843,-120.0580843,2,Madera,93673,Madera County
163597,35.675115,-120.346632,1,Shandon,93461,San Luis Obispo County
163619,34.146957,-118.248668,1,Glendale,91206,Los Angeles County
163636,37.125443,-120.256979,1,Chowchilla,93610,Madera County
163725,33.540782,-116.740683,1,Anza,92539,Riverside County
163743,33.84785,-117.990308,4,Buena Park,90620,Orange County
163800,37.05529,-120.835156,1,Los Banos,93635,Merced County
163948,38.239194,-122.078685,2,Fairfield,94533,Solano County
163954,35.79099,-119.250011,2,Delano,93215,Tulare County
163983,34.074594,-118.247699,2,Los Angeles,90026,Los Angeles County
164002,33.9228,-116.9519,20,Beaumont,92223,Riverside County
164062,39.32866,-120.182756,1,Truckee,96161,Nevada County
164166,37.898635,-122.300672,14,El Cerrito,94530,Contra Costa County
164171,36.180933,-119.330271,2,Tulare,93274,Tulare County
164282,37.694635,-121.064213,12,Modesto,95356,Stanislaus County
164429,37.46211,-122.42984,4,Half Moon Bay,94019,San Mateo County
164458,36.04731,-117.94566,4,Olancha,93549,Inyo County
164459,35.26653,-119.25296,4,Bakersfield,93311,Kern County
164552,36.979026,-122.013846,16,Santa Cruz,95062,Santa Cruz County
164553,38.409356,-121.391,16,Elk Grove,95758,Sacramento County
164598,33.931289,-117.945239,1,La Habra,90631,Orange County
164649,38.590543,-121.28041,2,Rancho Cordova,95670,Sacramento County
164795,37.007072,-121.552685,1,Gilroy,95020,Santa Clara County
164871,37.74291,-122.42203,3,San Francisco,94110,
165097,36.5615,-119.603151,1,Selma,93662,Fresno County
165098,36.56001,-119.59947,4,Selma,93662,Fresno County
165099,36.61759,-119.323,1,Orange Cove,93646,Fresno County
165116,37.67564,-121.87458,3,Pleasanton,94566,Alameda County
165121,32.64921,-116.967639,16,Chula Vista,91914,San Diego County
165184,37.75397,-122.48867,4,San Francisco,94122,San Francisco County
165278,33.8778,-117.75102,3,Yorba Linda,92887,Orange County
165415,33.92677,-116.8113,4,Cabazon,92230,Riverside County
165417,37.781445,-122.421319,12,San Francisco,94102,San Francisco County
165515,32.82299,-116.90067,6,El Cajon,92021,San Diego County
165551,41.85129,-122.570908,1,Hornbrook,96044,Siskiyou County
165552,41.737495,-122.623505,1,Yreka,96097,Siskiyou County
165580,37.399071,-122.111216,16,Los Altos,94022,Santa Clara County
165620,41.851264,-122.571013,1,Hornbrook,96044,Siskiyou County
165623,33.877601,-117.592357,1,Corona,92882,Riverside County
165642,36.63769,-120.6256,6,Firebaugh,93622,Fresno County
165658,35.26226,-116.0811,12,Baker,92309,San Bernardino County
165779,33.661123,-115.720575,1,Indio,92201,Riverside County
166355,33.790954,-118.174779,2,Long Beach,90806,Los Angeles County
166439,36.995728,-120.096541,2,Madera,93638,Madera County
166634,33.427276,-117.611257,1,San Clemente,92672,Orange County
166702,37.300233,-121.824873,20,San Jose,95121,Santa Clara County
166703,37.4665,-121.174442,8,Patterson,95363,Stanislaus County
166705,37.872884,-122.510535,16,Marin City,94965,Marin County
166707,35.645545,-120.660144,28,Paso Robles,93446,San Luis Obispo County
166767,37.247256,-121.874416,1,San Jose,95118,Santa Clara County
166807,33.928312,-117.558425,2,Norco,92860,Riverside County
166809,33.700776,-116.193157,2,Indio,92201,Riverside County
166810,33.997203,-117.870061,2,City of Industry,91789,Los Angeles County
166830,36.73682,-119.7212,4,Fresno,93727,Fresno County
166862,33.864724,-118.091532,20,Cerritos,90703,Los Angeles County
166907,33.91472,-117.88354,4,Brea,92821,Orange County
166930,37.395486,-121.94524,16,Santa Clara,95054,Santa Clara County
166931,34.033065,-118.240294,16,Los Angeles,90021,Los Angeles County
166943,33.929976,-116.974252,1,Beaumont,92223,Riverside County
166961,33.1368,-117.22793,3,Vista,92081,San Diego County
167048,34.00436,-117.82223,4,Diamond Bar,91765,Los Angeles County
167126,34.272092,-118.797297,16,Simi Valley,93065,Ventura County
167286,38.533667,-121.496108,8,Sacramento,95822,Sacramento County
167287,33.46293,-117.60813,16,San Clemente,92673,Orange County
167424,33.922601,-118.322054,20,Hawthorne,90250,Los Angeles County
